,Comment
383,Needs a touch bar :/
384,Wow
385,Lol
386,I'd like to have red one
387,Your last thoughts on the Macbook Air M2 comparison to the Macbook Pro M2 was really helpful for me
388,Stay with the 2014 MBP and keep your money.
389,"spacegrey
would be the best choice..,1,Ashish Mishra,2022-06-13T08:47:12Z,0,0.0,0.3,1.0;;"
390,midnight blue if you are ok with being carefree if not then space grey
391,what seriously notch in laptop too ??????
392,Silver is the new black
393,YOoooo thanks for that fingerprint warning!
394,Midnight color might be so finger print catchy to push sales of the 25$ Apple cloth
395,"some people down there saying about some cheap marketing techniques. Yeah, i agree with you guys. but, apple is a company, not a nation. it runs on profits. 
Marketing is the necessary evil in companies and startups.,0,FirstName LastName,2022-06-13T07:30:33Z,0,0.0,0.7472222222222222,-0.1888888888888888;;"
396,Hey man if you ever have a spare Mac lying around just drop me a message ahahahah ?? man�s struggling out here�
397,this event got my expectations of a very early updating all pro devices event in october or november except the mac studio because its too early
398,Midnight with a clear case!
399,"I�m surprised by the dearth of color options. The fact that they can justify 7 colors for the iMac but only have 4 for the MacBook Air implies they think they�re going to sell almost twice as many iMacs�and that just sounds odd. I was really expecting the new Airs to match the iMacs (and was planning on buying a purple Air to replace my 2015, if so). 
I wonder if they�re going to start doing off-cycle additional color options, like they�ve done for the iPhone the last few years?,1,Rivka ?? 21 y.0 -check My V!deo,2022-06-13T07:13:22Z,7,2.0,0.4339015151515152,0.0712121212121212;;"
400,I was hoping for colors also.
401,i would love me some of that green macbook air ... but ye it seems odd that these devices don't get the same treatment ( but also i think the logic behind it is that you get a personalized color for your room or office ... and macbooks are more mobile so more faded or bland colors will go with any env  )
402,Fingerprints all over are really annoying. I somehow end seeing them scattered all over the screen and body despite best efforts to not touch. Thanks for mentioning that.
403,Midnight looks like expensive
404,Space grey is a great option
405,"Ah ffs enough with the colors. R u 3 years old? This thing is the pinnacle of human knowledge. 20 billion transistors fabricated in near atom level accuracy. And u spent 4 min talking about its color. 
It�s infantile and demeaning.  It�s like calling Steven hawking the blond guy (if he was),0,Y E,2022-06-13T06:21:29Z,0,0.0,0.3428571428571428,-0.0428571428571428;;"
406,@Marques Brownlee
407,Like your English! Where did you learn it?
408,"If only they'd include USB A and SD slot. It'll be an ideal tool for developers, content creators (i.e. photographers). I hate bringing dongles everywhere.
I might as well wait till the MBP lineup refreshes with M2 and get M1 Pro/Max on discount.,1,cmdaltctr,2022-06-13T05:37:09Z,0,0.0,0.9666666666666668,0.0333333333333333;;"
409,They need to fire who ever is in charge of colors for all products� I want neon greens and blues and oranges. The dull colors are killing me
410,"Honestly, the colors seem too ""pro"" for a MacBook air. Even when it was just 3 colors, the rose gold option made it seem a little more friendly, and they got rid of it. I wish they'd add just one more bright and colorful option.,1,MX vOrtex,2022-06-13T05:00:57Z,1,0.0,0.6312500000000001,0.4234375;;"
411,I'm going Starlight when it comes out. I got a M1 iPad Air in starlight and it is absolutely a gorgeous color. I love it!! Hoping they bring in a Starlight iPhone at some point!!
412,"Great review - I agree the design refresh is sick & the new Macs are very promising. Im glad they brought back the magnetic charging, I dont entirely understand why they removed it to begin with. Interesting that the laptop body picks up fingerprints so easily. I'd assume Apple would have picked that up during development, but no one is perfect.

Disappointing that Apple didnt redesign the Mac Pro M2. I was interested in buying one for school work, currently I use a refurbed Dell laptop running RHEL. I would love to have a Mac to run MS applications & have a UNIX based OS, but I'm not interested in the lack of redesign for the M2 Pro.

The M2 seems like an intermediate CPU update. I assume Apple has something bigger up their sleeve or are maybe holding off on big changes due to supply or manufacture problems.,1,Noah Whalen,2022-06-13T04:52:19Z,0,0.0,0.5747234247234246,0.1564117364117364;;"
413,should I choose 16gb ram and just the base storage 215gb if I am using a 2TB cloud? Thank you!!
414,Thanks good buddy !
415,I would go for silver. For me
416,Hellooo
417,They...couldn't fit the webcam in that bezel? Had to add a notch?
418,"It looks and feels cheaper because it is cheaper (to build). It's all about the margins, but Apple fans will never care - as long as it's more expensive and they're the first to buy it.
Frankly, the products and the fans absolutely deserve each other.
They won't even care about even decent but typically ""soft"" reviews like this one.,1,Ingens_Scherz,2022-06-13T03:46:04Z,0,0.0,0.528125,0.0677083333333333;;"
419,I got the Pro
420,I have a MBP with charge ports on both sides.  I love it and real convenient.  The new MP Air M2 looks promising
421,How can Touch ID be better then Touch Bar?????
422,Terrific initial review
423,Hi Marques I enjoy so much your videos. In your experience which Mac you would recommend for music production?Brief introduction I'm a pianist and I use Logic for creating music for Movies and my personal projects and  I don't know between the new one what to get as Home Studio not portable one. So I'm undecided to get  either the 2021 I Mac or the Mac Studio. Probably the Mac Studio as I'm using lots of VST and about 100 tracks with Automation  but wanted to know your opinion about that. Thanks in advance :) Maybe there will be new Mac Pro M1 coming up? Hard to say... I don't wanna buy and regret to not have waited just a little bit longer hahah
424,yall think mac book pro ever get this color.
425,I dunno
426,Why the fuck does the webcam cut out a section of the screen?
427,I�m so sad that I returned my m1 mba that I got for $800 at Costco. This new one is def not worth an additional $400.
428,get the starlight
429,starlight
430,serious question
431,Apple gonna make a converter from usb C to mag safe for their iPhones ??
432,Thanks for not wasting our time!
433,Ugly !!
434,waiting for m3
435,It looks like a Google Pixelbook now.  That NOTCH was a dealbreaker for me on the iPhone and it now makes it a dealbreaker for me in laptop form.  Hoping to stick to my M1 Air for a LONG time...  Unfortunate how Apple settles for compromises in the wrong areas imo..
436,Do I have the worst $200k portfolio? ?? I just uploaded a video of all the stocks I own!
437,"I love apple product but the price ayayaya , so i got a question can u buy me one ? ?? 
Tbh i don�t i can�t afford it even the lowest one cause just it ain�t profitable like 8 go of ram and a mearly 256go of storage even my phone can i have a bigger storage than an apple product 
You download a movie half of the pc is down,1,Mamie Jojo,2022-06-13T00:05:57Z,0,0.0,0.3888888888888889,0.0444444444444444;;"
438,The marketing is pretty gay just like whoever is in charge.
439,Starlight!
440,We already know the silver and the space gray.. so even if u don�t like it u should take the midnight for the review
441,Fugly notch. Tiny arrow keys. Pass.
442,Did they fix how close the screen is to the keyboard? Because that's my only complaint with my current m1 pro. I have specs of dirt or whatever ingraved into my screen.
443,Get Midnight
444,The notch????
445,No one talks about that ugly notch in the middle of the screen?
446,Why would Apple choose color and finish that pick up smudge and dust too apparently?
447,Midnight has a kind of better look like i understand there is the fingerprints issue but like the colour is really good��. On second thought u could consider starlight also.
448,"67 watt charger ""SUPER FAST CHARGER"",1,Anand Suralkar,2022-06-12T21:41:53Z,0,0.0,0.6333333333333333,0.2666666666666666;;"
449,It's evolving
450,Macbook Air price raise in Netherlands: 500� euros! a 50% price increase! In USA it's 'only' a 200$ price increase. Simply insane that 50%
451,Isn't it USB-4 and not thunderbolt 4?
452,Space Gray. I would like the M2 chip paired with the best monitor I can get.
453,Silver
454,Those edges around the USB-C ports are already chipped and showing the aluminum color below... I wanted the midnight
455,MIDNIGHT is the kinggg!!
456,That notch on the top of the laptop is the ugliest thing I�ve ever seen in my life.
457,"Not getting this laptop it�s Apple 16.2""
MacBook Pro wit.
*$4,899.00* ?????????????? that�s how much it cost, nope definitely not gonna pay-that. ??????,1,autist an autistic Explaining the Autistic Brain,2022-06-12T20:30:54Z,0,0.0,0.35,0.1;;"
